major,gpa,skills,internships,projects,leadership,career
Computer Science,2.23,"Project Management,Leadership,Statistics,Python",2,8,0,Software Engineer
Psychology,3.34,"Communication,Design",0,7,0,UX Researcher
Biology,2.86,"Leadership,Java",1,6,2,Software Engineer
Business,3.17,"Design,Leadership,Project Management",4,5,0,UX Researcher
Biology,2.72,"Communication,Leadership,Data Analysis",3,2,1,Product Manager
Computer Science,2.21,"Project Management,Communication,Java,Python,Data Analysis",0,2,2,ML Engineer
Psychology,2.12,"Communication,Data Analysis",3,3,1,ML Engineer
Mathematics,3.36,"Data Analysis,Java,Communication,Statistics,Design",0,6,2,Data Scientist
Engineering,2.47,"Python,Project Management,Communication,Leadership",0,9,0,Software Engineer
Business,3.36,"Data Analysis,Leadership",2,0,2,UX Researcher
Computer Science,3.7,"Statistics,Java",0,3,1,Software Engineer
Mathematics,2.67,"Statistics,Data Analysis,Design,Leadership,Python",0,6,0,Data Scientist
Engineering,3.56,"Statistics,Data Analysis,Java,Communication",3,6,2,Software Engineer
Psychology,3.27,"Project Management,Statistics,Leadership,Python",1,1,2,Software Engineer
Biology,3.85,"Statistics,Project Management,Design",0,7,2,UX Researcher
Business,3.98,"Python,Data Analysis,Java,Leadership,Statistics",0,5,1,Data Scientist
Business,3.25,"Leadership,Communication,Python,Design,Statistics",1,2,2,ML Engineer
Engineering,3.18,"Python,Leadership,Project Management,Java",0,3,0,Software Engineer
Biology,3.36,"Java,Python,Data Analysis",2,6,0,Data Scientist
Computer Science,3.93,"Python,Project Management",4,6,0,Data Scientist
Biology,3.91,"Leadership,Design,Statistics,Project Management",4,8,3,UX Researcher
Engineering,3.89,"Statistics,Leadership,Design,Communication",3,8,1,Product Manager
Computer Science,2.45,"Python,Design",1,8,3,Software Engineer
Biology,2.86,"Design,Leadership,Java,Data Analysis,Statistics",0,8,0,Software Engineer
Engineering,2.1,"Java,Project Management",1,3,2,Software Engineer
Mathematics,3.8,"Design,Leadership,Statistics,Data Analysis",0,0,0,UX Researcher
Psychology,3.36,"Communication,Design",0,6,3,UX Researcher
Computer Science,2.01,"Project Management,Communication,Design",1,1,3,UX Researcher
Engineering,2.09,"Java,Python",3,3,1,Data Scientist
Computer Science,2.2,"Leadership,Data Analysis,Communication,Design",4,4,0,Product Manager
Engineering,3.14,"Design,Statistics,Data Analysis",1,4,3,UX Researcher
Computer Science,2.5,"Data Analysis,Python,Design,Leadership,Java",1,9,3,ML Engineer
Computer Science,2.01,"Python,Data Analysis",3,1,3,Data Scientist
Computer Science,2.94,"Communication,Java,Project Management",2,5,2,Software Engineer
Biology,2.7,"Design,Leadership,Data Analysis,Java",4,1,0,Software Engineer
Psychology,2.8,"Python,Data Analysis,Leadership,Communication",3,2,3,Data Scientist
Business,2.45,"Python,Statistics",3,1,0,Software Engineer
Mathematics,3.64,"Java,Design,Python,Leadership",1,5,3,Product Manager
Mathematics,2.5,"Statistics,Communication,Design",2,6,0,UX Researcher
Mathematics,2.85,"Communication,Java,Project Management,Statistics,Data Analysis",4,1,3,Software Engineer
Biology,2.65,"Data Analysis,Java,Design",2,3,0,Software Engineer
Mathematics,2.51,"Python,Design,Communication,Java,Project Management",1,4,0,Software Engineer
Computer Science,2.94,"Java,Design,Data Analysis,Leadership",4,3,2,Software Engineer
Business,3.37,"Project Management,Python",4,0,2,Software Engineer
Biology,3.56,"Communication,Java,Statistics",2,8,2,Software Engineer
Engineering,3.14,"Communication,Design,Java",2,4,3,Software Engineer
Engineering,3.9,"Python,Communication,Design,Statistics",1,1,0,Software Engineer
Biology,2.88,"Design,Java,Leadership,Statistics",3,3,3,Software Engineer
Engineering,3.21,"Java,Python",0,9,0,Software Engineer
Biology,3.65,"Data Analysis,Project Management",3,7,2,UX Researcher
Biology,2.08,"Design,Communication,Data Analysis",1,3,3,UX Researcher
Mathematics,2.43,"Communication,Data Analysis,Java,Design",1,3,3,Software Engineer
Biology,2.69,"Python,Data Analysis,Design,Communication",3,8,2,Data Scientist
Business,2.47,"Statistics,Project Management,Data Analysis,Design",4,5,3,UX Researcher
Engineering,3.52,"Statistics,Design,Data Analysis",0,4,3,UX Researcher
Psychology,3.44,"Communication,Data Analysis,Python,Project Management,Java",4,5,2,Data Scientist
Engineering,2.35,"Python,Leadership,Design",3,8,0,Software Engineer
Computer Science,2.5,"Design,Statistics",2,9,3,UX Researcher
Biology,2.28,"Python,Communication,Statistics",1,9,1,Software Engineer
Engineering,2.11,"Project Management,Data Analysis,Design,Leadership,Python",3,8,0,Data Scientist
Business,3.66,"Python,Statistics,Communication,Leadership,Design",0,2,1,Software Engineer
Business,3.47,"Python,Java",4,0,1,Software Engineer
Biology,2.5,"Java,Leadership,Data Analysis,Python,Communication",0,0,3,ML Engineer
Psychology,3.67,"Project Management,Data Analysis,Python,Communication,Statistics",3,2,0,Data Scientist
Psychology,2.55,"Statistics,Leadership,Java,Data Analysis",0,2,0,Software Engineer
Biology,2.94,"Communication,Python,Data Analysis",4,7,1,Data Scientist
Psychology,2.04,"Project Management,Communication",1,5,0,Software Engineer
Biology,3.91,"Java,Communication",3,2,1,Software Engineer
Computer Science,3.39,"Python,Communication",2,5,0,Software Engineer
Business,2.2,"Java,Project Management,Design,Communication,Data Analysis",3,0,1,Software Engineer
Biology,3.23,"Leadership,Java,Data Analysis,Project Management,Statistics",1,5,1,Software Engineer
Psychology,2.22,"Python,Java,Project Management,Design",2,1,2,Software Engineer
Psychology,3.05,"Design,Java",0,4,0,Software Engineer
Business,3.08,"Java,Leadership,Design",2,0,2,ML Engineer
Mathematics,3.04,"Java,Statistics,Python,Project Management",2,8,0,Software Engineer
Business,3.93,"Java,Data Analysis,Design,Project Management",1,1,3,Software Engineer
Business,3.73,"Leadership,Project Management,Data Analysis,Design",0,1,3,UX Researcher
Computer Science,3.32,"Python,Leadership,Project Management",1,0,3,Software Engineer
Psychology,2.02,"Data Analysis,Leadership",4,8,3,Data Scientist
Biology,2.65,"Project Management,Data Analysis,Leadership,Statistics,Design",2,2,2,UX Researcher
Mathematics,3.74,"Python,Communication,Data Analysis",3,2,3,Data Scientist
Computer Science,2.9,"Python,Design,Leadership,Data Analysis,Java",2,4,1,Data Scientist
Biology,2.57,"Java,Leadership,Design,Data Analysis",4,1,3,Software Engineer
Engineering,3.21,"Java,Statistics,Data Analysis",1,7,0,UX Researcher
Biology,4.0,"Data Analysis,Python,Statistics,Design,Communication",2,6,2,ML Engineer
Mathematics,3.63,"Data Analysis,Java,Communication,Statistics,Python",2,0,1,ML Engineer
Biology,2.89,"Leadership,Data Analysis,Project Management",3,2,1,Consultant
Biology,2.22,"Statistics,Leadership",3,9,3,Data Scientist
Business,3.58,"Communication,Python,Data Analysis,Leadership,Statistics",0,9,3,Data Scientist
Mathematics,3.69,"Data Analysis,Statistics,Java",3,4,1,Software Engineer
Business,3.91,"Python,Leadership,Statistics",1,1,2,Software Engineer
Business,2.52,"Java,Leadership,Communication,Data Analysis,Project Management",2,4,3,Software Engineer
Computer Science,3.09,"Java,Statistics,Data Analysis,Project Management",0,1,1,Consultant
Mathematics,3.86,"Python,Leadership,Communication,Design",2,3,0,Software Engineer
Business,2.58,"Communication,Statistics,Data Analysis,Design,Leadership",2,7,0,Product Manager
Computer Science,3.77,"Python,Statistics,Design",1,9,2,Software Engineer
Psychology,2.71,"Design,Python,Statistics",1,5,1,Software Engineer
Psychology,2.51,"Project Management,Java,Design,Python,Statistics",1,8,0,Software Engineer
Mathematics,2.92,"Design,Statistics,Python,Data Analysis,Leadership",4,9,0,ML Engineer
Mathematics,2.06,"Design,Project Management,Statistics",3,8,1,UX Researcher
Engineering,3.86,"Communication,Design,Leadership,Statistics",3,1,2,Product Manager
Psychology,2.4,"Communication,Data Analysis,Python",0,5,3,ML Engineer
Engineering,2.13,"Statistics,Communication,Java,Project Management",1,8,3,Software Engineer
Computer Science,3.85,"Design,Statistics,Java,Data Analysis",1,9,1,Software Engineer
Psychology,3.29,"Statistics,Leadership",4,9,1,Data Scientist
Psychology,3.18,"Communication,Java,Python",0,7,1,Software Engineer
Engineering,3.11,"Data Analysis,Project Management",4,4,0,Consultant
Engineering,2.79,"Communication,Leadership,Java",3,5,0,Software Engineer
Psychology,3.93,"Java,Communication",3,5,2,Software Engineer
Business,2.46,"Project Management,Python,Java,Leadership",3,9,2,Software Engineer
Computer Science,3.26,"Project Management,Leadership,Python",1,0,3,Software Engineer
Business,3.57,"Leadership,Java,Design",3,1,2,ML Engineer
Business,2.29,"Leadership,Statistics,Project Management",4,3,1,Data Scientist
Computer Science,2.47,"Communication,Data Analysis,Leadership,Java",4,0,1,Software Engineer
Psychology,2.63,"Python,Design,Leadership,Statistics",1,7,2,Software Engineer
Biology,2.65,"Project Management,Statistics,Design,Leadership,Data Analysis",4,9,3,Consultant
Psychology,3.28,"Project Management,Design,Communication,Leadership,Data Analysis",1,3,3,Product Manager
Mathematics,2.35,"Data Analysis,Project Management",4,7,2,Product Manager
Business,3.07,"Project Management,Leadership,Communication,Python,Design",0,6,2,Software Engineer
Business,2.19,"Communication,Java",3,3,1,Product Manager
Biology,3.03,"Design,Data Analysis",2,1,0,UX Researcher
Mathematics,3.46,"Leadership,Communication,Statistics,Design,Data Analysis",1,3,1,Product Manager
Engineering,2.49,"Statistics,Python,Project Management,Communication",0,9,0,ML Engineer
Computer Science,2.79,"Communication,Statistics",2,2,1,Data Scientist
Psychology,3.0,"Project Management,Statistics,Communication",0,3,0,Product Manager
Business,2.51,"Data Analysis,Project Management",4,5,1,ML Engineer
Business,2.49,"Leadership,Communication,Design,Data Analysis",1,5,0,Software Engineer
Business,2.32,"Project Management,Leadership,Statistics",3,9,2,Data Scientist
Business,2.13,"Java,Leadership,Data Analysis,Project Management",1,0,1,Software Engineer
Computer Science,2.01,"Java,Python,Data Analysis,Leadership",1,8,1,UX Researcher
Engineering,3.68,"Project Management,Data Analysis",4,1,0,ML Engineer
Mathematics,3.76,"Data Analysis,Design,Java,Python",3,1,0,ML Engineer
Business,2.52,"Project Management,Data Analysis",0,7,1,Software Engineer
Mathematics,2.76,"Statistics,Design,Communication",1,9,0,UX Researcher
Psychology,2.51,"Statistics,Design,Python,Communication",2,2,0,Software Engineer
Biology,2.64,"Data Analysis,Design,Project Management,Leadership,Communication",3,8,2,Product Manager
Computer Science,2.05,"Python,Statistics",2,1,1,Software Engineer
Computer Science,3.98,"Communication,Java,Leadership,Python",4,1,2,Software Engineer
Computer Science,2.07,"Python,Statistics",0,7,2,Software Engineer
Business,3.11,"Python,Leadership,Statistics",1,3,2,Software Engineer
Psychology,3.46,"Leadership,Project Management,Design",1,3,2,Data Scientist
Biology,3.88,"Project Management,Design",3,2,3,Software Engineer
Psychology,2.26,"Data Analysis,Communication,Project Management,Python",4,5,2,Data Scientist
Business,2.11,"Communication,Leadership,Statistics,Data Analysis",0,2,1,Product Manager
Mathematics,3.08,"Java,Leadership,Communication",3,2,3,Software Engineer
Business,2.13,"Statistics,Python",0,1,2,Software Engineer
Psychology,3.88,"Python,Project Management,Communication,Leadership,Design",2,7,2,Consultant
Psychology,2.31,"Python,Data Analysis,Project Management,Leadership",0,3,1,ML Engineer
Engineering,2.47,"Statistics,Project Management,Java,Leadership,Python",2,2,3,Software Engineer
Business,3.88,"Java,Leadership,Communication",4,4,2,Software Engineer
Engineering,2.85,"Statistics,Communication,Python,Java,Design",3,0,3,ML Engineer
Psychology,2.5,"Statistics,Design,Leadership,Communication",1,7,3,Product Manager
Psychology,4.0,"Project Management,Java,Communication",3,3,0,Software Engineer
Business,2.53,"Python,Communication",2,3,1,Software Engineer
Biology,3.44,"Project Management,Statistics,Design,Leadership,Communication",0,8,3,ML Engineer
Psychology,2.79,"Design,Communication,Leadership,Java,Python",1,9,1,Data Scientist
Business,2.57,"Communication,Statistics",1,5,1,Data Scientist
Psychology,3.78,"Leadership,Communication",1,4,1,Product Manager
Mathematics,2.93,"Data Analysis,Project Management,Leadership,Communication,Design",1,1,2,Product Manager
Biology,2.58,"Java,Project Management,Design,Python",2,5,2,Software Engineer
Business,3.12,"Statistics,Communication,Leadership,Java",4,8,0,Software Engineer
Engineering,3.57,"Project Management,Design,Leadership",4,5,3,Consultant
Mathematics,3.62,"Data Analysis,Communication,Java",2,0,1,Software Engineer
Biology,3.82,"Communication,Python,Leadership,Project Management",4,0,2,Software Engineer
Business,2.73,"Python,Statistics,Design,Java,Data Analysis",1,2,1,Data Scientist
Business,2.66,"Statistics,Communication",1,0,0,Data Scientist
Biology,3.72,"Java,Statistics,Python,Data Analysis,Communication",0,3,1,ML Engineer
Engineering,2.53,"Statistics,Leadership",1,7,1,Data Scientist
Biology,2.52,"Java,Communication",2,0,1,Software Engineer
Computer Science,3.26,"Python,Data Analysis,Design",1,1,1,ML Engineer
Biology,2.07,"Communication,Project Management,Data Analysis,Statistics,Leadership",1,7,3,Product Manager
Engineering,2.35,"Data Analysis,Python,Project Management,Leadership,Communication",4,1,2,ML Engineer
Psychology,3.95,"Project Management,Python,Design,Data Analysis,Communication",3,6,3,Data Scientist
Psychology,3.12,"Communication,Design,Leadership",0,2,3,Software Engineer
Business,2.32,"Design,Python,Data Analysis,Communication",4,6,2,ML Engineer
Engineering,2.32,"Design,Project Management,Leadership,Statistics,Communication",4,7,1,ML Engineer
Mathematics,3.6,"Statistics,Python,Design",0,5,1,Software Engineer
Mathematics,2.13,"Python,Statistics",3,6,3,Software Engineer
Biology,2.3,"Statistics,Data Analysis",4,0,1,Data Scientist
Psychology,3.11,"Design,Python",0,1,0,Software Engineer
Mathematics,3.03,"Leadership,Design,Statistics,Communication,Project Management",0,5,0,Product Manager
Psychology,2.22,"Statistics,Data Analysis",4,5,2,Data Scientist
Business,3.25,"Python,Java,Data Analysis",1,6,3,Data Scientist
Computer Science,3.23,"Statistics,Java,Design,Leadership",4,4,2,Software Engineer
Mathematics,3.3,"Project Management,Statistics,Data Analysis",2,0,0,Data Scientist
Computer Science,3.83,"Communication,Design,Data Analysis,Java",0,3,0,UX Researcher
Psychology,2.89,"Leadership,Java,Project Management",3,2,2,Software Engineer
Psychology,3.52,"Communication,Statistics,Data Analysis,Leadership",1,2,3,Product Manager
Business,3.38,"Java,Project Management,Communication,Leadership",4,5,2,Software Engineer
Mathematics,3.72,"Project Management,Data Analysis,Statistics,Python,Design",3,5,1,Data Scientist
Business,2.15,"Project Management,Java,Data Analysis,Communication",4,9,0,Software Engineer
Computer Science,2.53,"Python,Project Management",4,4,0,Software Engineer
Biology,3.17,"Leadership,Communication",0,9,2,Product Manager
Engineering,3.78,"Java,Data Analysis,Leadership",1,1,0,Software Engineer
Business,2.31,"Communication,Java",3,0,2,Software Engineer
Computer Science,2.77,"Communication,Statistics",0,0,3,Consultant
Business,3.93,"Statistics,Python",0,5,3,Software Engineer
Psychology,3.73,"Statistics,Data Analysis,Design,Project Management",3,2,1,UX Researcher
Computer Science,3.6,"Project Management,Python,Leadership,Communication",4,3,0,Software Engineer
Computer Science,2.08,"Leadership,Statistics,Data Analysis,Design,Communication",3,7,0,Product Manager
Business,3.4,"Design,Python,Leadership,Data Analysis,Project Management",4,1,2,ML Engineer
Mathematics,3.66,"Statistics,Project Management,Data Analysis,Java,Python",1,5,1,Data Scientist
Engineering,3.29,"Leadership,Data Analysis,Design,Python",4,3,1,Data Scientist
Biology,2.5,"Python,Statistics,Project Management",1,5,1,Software Engineer
Computer Science,3.02,"Python,Communication,Java",0,7,2,Software Engineer
Engineering,2.82,"Design,Leadership",1,9,2,UX Researcher
Psychology,2.19,"Communication,Leadership,Project Management",2,8,1,Product Manager
Mathematics,2.25,"Leadership,Project Management,Java,Python,Data Analysis",4,8,1,ML Engineer
Psychology,3.2,"Communication,Statistics,Data Analysis,Leadership,Java",3,2,3,ML Engineer
Psychology,3.25,"Project Management,Leadership,Data Analysis,Communication",2,2,3,Product Manager
Biology,2.47,"Data Analysis,Design",1,1,3,UX Researcher
Engineering,3.85,"Leadership,Python",3,2,1,Software Engineer
Biology,2.16,"Java,Design,Statistics,Project Management",3,0,2,Software Engineer
Engineering,3.75,"Communication,Project Management,Design,Leadership",2,4,0,Product Manager
Mathematics,3.79,"Project Management,Leadership,Statistics,Design",4,6,2,UX Researcher
Psychology,3.7,"Design,Leadership,Statistics,Project Management,Java",1,8,3,Software Engineer
Business,2.96,"Python,Statistics,Leadership,Java,Design",4,8,2,Software Engineer
Engineering,3.08,"Java,Python",2,0,3,Software Engineer
Psychology,2.84,"Leadership,Java",2,7,1,Software Engineer
Psychology,3.9,"Statistics,Communication,Data Analysis,Design",0,6,0,UX Researcher
Engineering,2.08,"Leadership,Communication,Data Analysis,Design",1,0,0,Product Manager
Business,3.41,"Project Management,Statistics,Leadership,Communication",4,7,2,Product Manager
Business,3.77,"Design,Data Analysis,Java,Project Management",2,3,2,Software Engineer
Business,2.07,"Data Analysis,Statistics",2,0,3,Data Scientist
Biology,3.19,"Statistics,Python,Design",0,2,1,Software Engineer
Biology,3.98,"Statistics,Python,Leadership",0,3,3,Software Engineer
Business,2.85,"Design,Statistics,Python,Project Management",4,1,3,Software Engineer
Engineering,3.69,"Statistics,Design,Leadership,Java",0,2,3,Software Engineer
Psychology,2.81,"Python,Communication,Java,Project Management,Statistics",1,1,2,Software Engineer
Psychology,2.98,"Design,Statistics,Project Management",2,8,0,UX Researcher
Engineering,2.61,"Java,Data Analysis,Leadership,Python",3,7,3,Data Scientist
Psychology,3.29,"Data Analysis,Statistics",4,1,3,Data Scientist
Psychology,3.36,"Java,Data Analysis,Leadership,Design",4,4,2,Software Engineer
Mathematics,3.24,"Communication,Leadership,Project Management",1,9,0,Product Manager
Psychology,3.41,"Python,Statistics,Data Analysis,Project Management",2,8,1,Data Scientist
Engineering,3.31,"Python,Statistics",1,5,0,Data Scientist
Engineering,3.91,"Java,Design,Communication,Statistics,Data Analysis",3,4,3,Software Engineer
Computer Science,3.27,"Communication,Project Management,Data Analysis",4,1,2,ML Engineer
Mathematics,3.17,"Statistics,Leadership,Java",3,9,2,Software Engineer
Business,3.61,"Data Analysis,Design",3,6,2,Software Engineer
Mathematics,3.43,"Python,Data Analysis",1,2,2,ML Engineer
Business,3.9,"Design,Communication,Python,Data Analysis,Leadership",0,4,3,Product Manager
Computer Science,3.26,"Leadership,Statistics",1,3,1,Data Scientist
Engineering,2.94,"Python,Java",0,4,0,Software Engineer
Mathematics,3.16,"Java,Project Management,Python,Communication,Leadership",0,0,2,Software Engineer
Business,2.46,"Communication,Java,Data Analysis,Statistics,Project Management",1,2,0,Software Engineer
Engineering,3.13,"Leadership,Project Management,Statistics,Design,Java",3,9,1,Software Engineer
Biology,3.1,"Statistics,Project Management,Communication,Data Analysis",0,7,1,Data Scientist
Engineering,3.78,"Data Analysis,Java,Statistics,Leadership,Communication",3,5,2,Software Engineer
Mathematics,2.26,"Communication,Python,Java",3,0,2,Data Scientist
Computer Science,3.18,"Design,Project Management,Java",3,2,2,Software Engineer
Business,2.23,"Statistics,Java",0,0,2,Software Engineer
Biology,3.93,"Communication,Leadership,Python,Statistics",2,9,3,Software Engineer
Biology,2.63,"Design,Java,Python,Data Analysis",0,7,1,ML Engineer
Mathematics,2.24,"Statistics,Data Analysis,Python,Java,Project Management",1,0,3,Data Scientist
Engineering,3.24,"Data Analysis,Communication,Project Management",4,8,1,UX Researcher
Mathematics,2.06,"Leadership,Data Analysis,Python,Java",2,3,0,Data Scientist
Engineering,2.41,"Communication,Statistics,Python,Leadership,Project Management",1,1,3,Software Engineer
Business,3.56,"Leadership,Python",2,7,1,Software Engineer
Engineering,2.1,"Python,Communication,Leadership,Statistics,Design",2,4,3,Software Engineer
Psychology,2.77,"Project Management,Python,Leadership",4,0,0,Software Engineer
Psychology,2.94,"Java,Leadership,Project Management",4,9,1,ML Engineer
Computer Science,3.79,"Python,Data Analysis,Java",0,4,3,ML Engineer
Business,2.22,"Project Management,Data Analysis,Python,Communication",0,1,0,Data Scientist
Biology,3.74,"Data Analysis,Project Management,Design",1,3,3,ML Engineer
Biology,3.1,"Java,Leadership,Statistics,Communication",3,5,3,Software Engineer
Business,3.45,"Data Analysis,Project Management,Communication,Java",3,5,0,Product Manager
Mathematics,3.1,"Project Management,Statistics,Python,Data Analysis",0,9,2,Data Scientist
Biology,3.66,"Design,Java,Project Management",2,2,0,Product Manager
Business,3.55,"Statistics,Project Management,Communication",0,3,2,Data Scientist
Psychology,2.45,"Data Analysis,Communication",0,1,3,ML Engineer
Mathematics,2.26,"Python,Java,Statistics",3,7,0,Software Engineer
Psychology,2.59,"Project Management,Java,Leadership",0,3,1,Software Engineer
Business,3.78,"Communication,Data Analysis",3,3,1,Consultant
Business,3.47,"Leadership,Java,Design",0,5,0,Software Engineer
Mathematics,2.43,"Leadership,Design,Java,Communication",0,7,1,Software Engineer
Mathematics,3.01,"Design,Leadership,Java",4,9,1,Software Engineer
Business,3.48,"Project Management,Design,Java",3,6,0,Software Engineer
Mathematics,2.05,"Project Management,Data Analysis,Leadership,Statistics",4,3,3,Data Scientist
Business,3.78,"Leadership,Java,Python,Design,Project Management",4,7,3,Software Engineer
Engineering,2.38,"Communication,Data Analysis,Design,Python,Leadership",3,5,3,Data Scientist
Business,2.58,"Python,Data Analysis",1,6,2,ML Engineer
Psychology,2.24,"Data Analysis,Statistics",4,6,3,Data Scientist
Psychology,2.53,"Python,Project Management,Data Analysis",4,8,1,Data Scientist
Mathematics,3.3,"Java,Python,Statistics",0,5,3,Software Engineer
Mathematics,2.88,"Data Analysis,Project Management,Python",4,4,1,Product Manager
Biology,3.22,"Project Management,Leadership,Python",4,5,2,Software Engineer
Engineering,3.68,"Design,Data Analysis,Java,Communication,Leadership",3,1,1,Software Engineer
Mathematics,2.72,"Python,Communication",2,3,0,Software Engineer
Computer Science,3.59,"Communication,Java",3,0,1,Software Engineer
Mathematics,3.3,"Python,Leadership,Data Analysis,Statistics",4,3,3,Data Scientist
Engineering,2.51,"Java,Communication,Data Analysis",3,2,1,Software Engineer
Psychology,2.06,"Java,Communication,Leadership,Design,Statistics",4,0,1,Software Engineer
Biology,3.09,"Data Analysis,Python",4,8,0,ML Engineer
Psychology,3.37,"Java,Communication",1,6,2,Software Engineer
Business,3.28,"Communication,Statistics,Project Management",2,6,1,Product Manager
Psychology,2.17,"Design,Python,Leadership",1,0,1,Software Engineer
Engineering,2.73,"Project Management,Data Analysis",1,8,0,UX Researcher
Psychology,2.45,"Python,Data Analysis,Leadership,Statistics,Project Management",0,4,0,ML Engineer
Psychology,2.24,"Python,Leadership,Data Analysis,Statistics,Project Management",1,7,2,ML Engineer
Biology,2.98,"Python,Java,Project Management,Design,Leadership",2,6,0,Software Engineer
Business,3.62,"Statistics,Design,Python",2,5,1,Software Engineer
Engineering,2.94,"Project Management,Data Analysis,Java",4,8,1,Software Engineer
Business,2.07,"Leadership,Data Analysis,Project Management,Communication,Python",2,6,2,ML Engineer
Computer Science,3.97,"Communication,Statistics,Python",2,9,1,Software Engineer
Business,2.23,"Java,Leadership,Statistics,Communication",3,5,2,ML Engineer
Biology,3.19,"Design,Statistics,Project Management",0,0,0,UX Researcher
Mathematics,2.67,"Data Analysis,Communication,Statistics,Python",4,2,0,Software Engineer
Biology,2.7,"Python,Leadership,Data Analysis,Statistics",4,6,3,Data Scientist
Psychology,3.55,"Leadership,Design,Data Analysis,Communication,Project Management",4,1,2,Product Manager
Engineering,3.96,"Java,Statistics,Project Management",4,3,2,Software Engineer
Biology,3.04,"Java,Design,Python,Communication",0,6,0,Software Engineer
Computer Science,2.18,"Design,Statistics",1,3,1,UX Researcher
Mathematics,3.28,"Project Management,Data Analysis",4,2,2,Product Manager
Mathematics,2.78,"Design,Leadership,Project Management,Python,Statistics",4,4,0,Software Engineer
Biology,2.95,"Project Management,Data Analysis,Java,Python",0,3,3,Data Scientist
Mathematics,3.52,"Python,Project Management",0,9,2,Software Engineer
Mathematics,3.66,"Project Management,Data Analysis,Statistics,Design,Communication",2,2,1,UX Researcher
Engineering,3.91,"Data Analysis,Leadership,Statistics,Communication",3,6,0,Data Scientist
Business,3.7,"Statistics,Communication,Design,Leadership",0,4,1,Product Manager
Computer Science,4.0,"Project Management,Java",3,3,0,Software Engineer
Mathematics,3.25,"Java,Project Management,Design,Leadership",0,3,0,Software Engineer
Business,2.87,"Communication,Design,Project Management",1,0,3,UX Researcher
Engineering,2.06,"Leadership,Java,Design",1,0,3,Data Scientist
Computer Science,3.11,"Project Management,Leadership,Data Analysis,Java",1,8,0,Software Engineer
Computer Science,2.93,"Java,Leadership,Project Management",3,6,3,Software Engineer
Engineering,2.55,"Python,Statistics,Communication,Data Analysis",0,9,1,ML Engineer
Biology,3.53,"Leadership,Project Management",3,8,2,Product Manager
Biology,2.53,"Java,Statistics,Communication,Python",1,7,3,Software Engineer
Mathematics,2.08,"Project Management,Communication",3,8,0,Software Engineer
Engineering,3.81,"Java,Project Management",4,4,3,Software Engineer
Psychology,2.85,"Communication,Statistics,Design",2,0,1,UX Researcher
Business,3.31,"Leadership,Project Management,Design,Communication,Data Analysis",0,9,0,Product Manager
Biology,3.38,"Leadership,Project Management,Design,Java",1,5,2,Software Engineer
Biology,3.42,"Python,Design,Statistics,Leadership,Project Management",0,0,2,ML Engineer
Computer Science,3.74,"Leadership,Java,Project Management,Design,Statistics",3,5,3,Software Engineer
Computer Science,2.65,"Python,Project Management,Statistics,Design",1,7,0,Software Engineer
Computer Science,2.39,"Data Analysis,Leadership,Communication,Design",3,6,0,Product Manager
Business,3.8,"Design,Data Analysis,Java",3,9,1,Software Engineer
Engineering,3.47,"Design,Statistics,Java,Project Management,Python",0,1,0,Software Engineer
Biology,3.44,"Leadership,Project Management,Design",0,8,2,UX Researcher
Psychology,3.24,"Java,Data Analysis",0,8,1,Software Engineer
Biology,3.77,"Design,Project Management",0,5,3,UX Researcher
Computer Science,3.28,"Project Management,Statistics,Java,Leadership,Communication",3,1,2,Software Engineer
Psychology,3.42,"Statistics,Project Management",1,2,3,Data Scientist
Psychology,3.58,"Project Management,Design,Statistics,Python,Communication",1,7,0,Software Engineer
Psychology,3.49,"Statistics,Communication,Data Analysis,Java",1,5,2,Software Engineer
Engineering,3.88,"Leadership,Java,Design",4,6,2,ML Engineer
Psychology,2.44,"Project Management,Data Analysis",2,8,2,Product Manager
Biology,3.75,"Communication,Statistics,Java,Python",0,7,2,Software Engineer
Biology,3.0,"Data Analysis,Communication,Project Management",4,5,2,UX Researcher
Business,2.79,"Python,Design",0,8,1,Software Engineer
Engineering,2.26,"Python,Communication",2,9,3,Software Engineer
Business,2.42,"Design,Project Management,Communication,Data Analysis,Python",4,6,3,ML Engineer
Mathematics,3.74,"Python,Project Management",2,8,1,Software Engineer
Business,3.61,"Design,Python",2,5,3,Software Engineer
Psychology,2.93,"Project Management,Python",1,0,2,UX Researcher
Psychology,3.79,"Communication,Java,Design",2,4,3,Software Engineer
Computer Science,2.47,"Communication,Python,Design,Leadership,Java",4,6,3,Software Engineer
Computer Science,2.75,"Communication,Leadership",1,0,1,Product Manager
Business,3.23,"Java,Data Analysis,Communication,Leadership",2,7,0,Software Engineer
Business,2.64,"Python,Leadership,Communication,Java,Design",4,2,3,Software Engineer
Engineering,3.1,"Python,Leadership",1,5,2,Software Engineer
Mathematics,2.6,"Communication,Leadership,Statistics",2,5,2,Product Manager
Mathematics,2.47,"Java,Data Analysis,Python,Project Management",1,3,3,ML Engineer
Biology,2.14,"Java,Communication",3,0,2,Software Engineer
Psychology,3.52,"Project Management,Communication,Leadership",4,5,0,Product Manager
Business,2.86,"Python,Statistics,Leadership",4,4,0,Software Engineer
Business,2.44,"Java,Leadership",0,2,3,Software Engineer
Psychology,2.91,"Leadership,Data Analysis,Communication",0,3,1,Consultant
Engineering,3.31,"Statistics,Python",0,7,2,Software Engineer
